id,country_id,city_id,name,slug,type,place_kind,category,tags,description_short,lat,lng,address,website,phone,instagram,google_maps_url,price_level
hue-ca-phe-muoi-142,vn,hue,🧂 Cà Phê Muối 142,hue-ca-phe-muoi-142,cafe,business,cafe,"[""salt-coffee"",""local-specialty"",""authentic"",""budget""]","Легендарное семейное кафе — родина солёного кофе, одного из гастрономических символов Хюэ. - Cà phê muối — кофе с солёно-сливочной пенкой - Cà phê sữa đá — классика по-хюэцки - 💰 15 000–30 000 VND - ☕ Средний чек: ~25 000 VND",16.4712,107.5729,,,,,,
hue-quan-hanh,vn,hue,🍽️ Quán Hanh,hue-quan-hanh,restaurant,business,restaurant,"[""hue-cuisine"",""set-menu"",""popular"",""must-try""]","Популярный семейный ресторан, где под одной крышей собраны основные блюда императорской кухни Хюэ. - Nem lụi (свинина на лимоннике) - Bánh bèo / bánh nậm / bánh lọc (ассорти) - Сет «Taste of Hue» - 💰 100 000–150 000 VND на человека - 🍽️ Сеты — лучший выбор",16.4665,107.5955,,,,,,
hue-madam-thu-restaurant,vn,hue,🍜 Madam Thu Restaurant,hue-madam-thu-restaurant,restaurant,business,restaurant,"[""hue-cuisine"",""tourist-friendly"",""cozy"",""popular""]",Уютный ресторан традиционной кухни Хюэ с туристически комфортным сервисом и сохранением аутентичных рецептов. - Bún bò Huế - Ассорти хюэцких закусок - Nem lụi - 💰 150 000–250 000 VND - 🍽️ Средний чек с напитком,16.47,107.5963,,,,,,
hue-lien-hoa-vegetarian,vn,hue,🥬 Lien Hoa Vegetarian,hue-lien-hoa-vegetarian,restaurant,business,restaurant,"[""vegetarian"",""vegan-friendly"",""garden-house"",""budget""]",Знаковый вегетарианский ресторан буддийской кухни в традиционном садовом доме. - Cơm sen Huế (рис в листе лотоса) - Вегетарианские версии блюд Хюэ - Ассорти для компании - 💰 50 000–100 000 VND - 🥗 Отличное соотношение цена/качество,16.4651,107.5977,,,,,,
hue-imperial-craft-bia-brewpub,vn,hue,🍺 Imperial Craft Bia Brewpub,hue-imperial-craft-bia-brewpub,bar,business,bar,"[""craft-beer"",""expat-friendly"",""western-food"",""nightlife""]","Первая крафтовая пивоварня Хюэ и главное место встречи экспатов, путешественников и местной креативной сцены. - Дегустационный сет из 4–5 сортов - IPA и сезонные экспериментальные сорта - Пицца на закваске или бургеры - 🍺 Пиво: 60 000–90 000 VND - 🍕 Основные блюда: 150 000–220 000 VND - 💰 Средний чек: 250 000–400 000 VND",16.4608,107.591,,,,,,
hue-brown-eyes-bar,vn,hue,🎉 Brown Eyes Bar,hue-brown-eyes-bar,bar,business,bar,"[""nightlife"",""party"",""late-night"",""backpacker""]","Самый известный ночной бар Хюэ с интернациональной тусовкой, танцами и вечеринками до глубокой ночи. - Коктейли “Bucket” на компанию - Шоты по акциям бара - Местное пиво Huda - 🍺 Пиво: ~25 000 VND - 🍹 Коктейли: 70 000–100 000 VND - 🪣 Bucket: 150 000–180 000 VND",16.4688,107.5968,,,,,,
hue-dong-ba-market,vn,hue,🛍️ Dong Ba Market,hue-dong-ba-market,market,business,market,"[""shopping"",""street-food"",""local-life"",""must-visit""]","Главный рынок Хюэ и ключевая торговая площадка города с уличной едой, продуктами и сувенирами. - Bún bò Huế на фуд-корте - Bánh bèo и bánh lọc - Chè Huế (сладкие десерты) - 🍽️ Уличная еда: 15 000–40 000 VND - 🛒 Покупки и сувениры — по договорённости",16.4729,107.5894,,,,,,
hue-hue-night-market,vn,hue,🌙 Hue Night Market,hue-hue-night-market,night-market,business,night-market,"[""street-food"",""shopping"",""evening"",""vibe""]","Вечерний рынок и пешеходная зона вдоль Парфюмной реки с едой, сувенирами и уличными выступлениями. - Закуски из рисовой муки - Морепродукты на гриле - Местные сладости и напитки - 🍽️ Еда: 20 000–50 000 VND - 🛍️ Сувениры — по ситуации",16.4685,107.5869,,,,,,
hoi-hoi-an-ancient-town,vn,hoi,🏮 Hoi An Ancient Town,hoi-hoi-an-ancient-town,heritage,showplace,heritage,"[""unesco"",""lanterns"",""walking"",""must-see""]","Исторический центр Хойана — хорошо сохранившийся торговый город XV–XIX веков, объект Всемирного наследия ЮНЕСКО.",15.8801,108.338,,,,,,
hoi-japanese-covered-bridge,vn,hoi,🌉 Japanese Covered Bridge,hoi-japanese-covered-bridge,landmark,showplace,landmark,"[""bridge"",""iconic"",""photo"",""heritage""]","Символ Хойана — крытый мост XVII века, построенный японской общиной города.",15.877,108.3278,,,,,,
hoi-assembly-halls-of-hoi-an,vn,hoi,🏯 Assembly Halls of Hoi An,hoi-assembly-halls-of-hoi-an,heritage,showplace,heritage,"[""chinese"",""temples"",""architecture"",""history""]","Храмовые комплексы китайских торговых общин Хойана, посвящённые богам-покровителям и предкам.",15.8766,108.3287,,,,,,
hoi-old-merchant-houses,vn,hoi,🏠 Old Merchant Houses,hoi-old-merchant-houses,heritage,showplace,heritage,"[""houses"",""museum"",""history"",""flood-marks""]","Исторические дома купцов XVII–XIX веков, сохранившие интерьеры и следы наводнений.",15.8779,108.3289,,,,,,
hoi-hoi-an-central-market,vn,hoi,🍜 Hoi An Central Market,hoi-hoi-an-central-market,market,showplace,market,"[""food"",""local-life"",""daytime"",""busy""]","Оживлённый рынок в старом городе — центр торговли, еды и повседневной жизни.",15.8763,108.3313,,,,,,
hoi-hoi-an-night-market,vn,hoi,🏮 Hoi An Night Market,hoi-hoi-an-night-market,night-market,showplace,night-market,"[""lanterns"",""shopping"",""evening"",""photo""]","Вечерний рынок на острове Анхой — центр фонарной атмосферы, уличной еды и вечерних прогулок в Хойане.",15.8796,108.3305,,,,,,
hoi-tra-que-vegetable-village,vn,hoi,🌱 Tra Que Vegetable Village,hoi-tra-que-vegetable-village,village,showplace,village,"[""farming"",""eco"",""bicycle"",""local""]","Традиционная сельскохозяйственная деревня, известная органическими травами и экскурсиями по фермерскому быту.",15.8985,108.3262,,,,,,
hoi-thanh-ha-pottery-village,vn,hoi,🏺 Thanh Ha Pottery Village,hoi-thanh-ha-pottery-village,village,showplace,village,"[""crafts"",""pottery"",""workshop"",""family""]","Ремесленная деревня с более чем 500-летней историей, специализирующаяся на традиционной керамике.",15.8849,108.3453,,,,,,
hoi-cham-islands,vn,hoi,🐠 Cham Islands,hoi-cham-islands,island,showplace,island,"[""snorkeling"",""biosphere"",""day-trip"",""sea""]","Архипелаг из восьми островов у побережья Хойана, биосферный заповедник ЮНЕСКО.",15.999,108.515,,,,,,
hoi-an-bang-beach,vn,hoi,🏖️ An Bang Beach,hoi-an-bang-beach,beach,showplace,beach,"[""beach"",""chill"",""bars"",""sunset""]",Популярный пляж Хойана с расслабленной атмосферой и пляжными кафе.,15.9153,108.3426,,,,,,
hoi-banh-mi-phuong,vn,hoi,🥖 Bánh Mì Phượng,hoi-banh-mi-phuong,restaurant,business,restaurant,"[""banh-mi"",""famous"",""queue"",""budget""]","Самая известная баньми-лавка Хойана, прославившаяся после визита Энтони Бурдена и ставшая гастрономической легендой города. - Bánh mì đặc biệt (фирменный сэндвич) - Версия с жареной свининой или курицей - Добавка с домашним соусом - 💰 25 000–40 000 VND - 🥪 Средний чек: ~30 000 VND",15.8769,108.3276,,,,,,
hoi-com-ga-ba-buoi,vn,hoi,🍗 Cơm Gà Bà Buội,hoi-com-ga-ba-buoi,restaurant,business,restaurant,"[""chicken-rice"",""local-legend"",""must-try"",""budget""]",Культовый семейный ресторан куриного риса — одно из самых уважаемых заведений Хойана. - Cơm gà truyền thống (курица с жёлтым рисом) - Куриный салат с травами - Домашний соус - 💰 40 000–60 000 VND - 🍽️ Средний чек: ~50 000 VND,15.8793,108.329,,,,,,
hoi-madam-khanh-the-banh-mi-queen,vn,hoi,👑 Madam Khanh – The Banh Mi Queen,hoi-madam-khanh-the-banh-mi-queen,restaurant,business,restaurant,"[""banh-mi"",""local"",""friendly"",""budget""]","Знаменитая лавка баньми, известная дружелюбным сервисом и индивидуальным подходом к каждому заказу. - Bánh mì с комбинированной начинкой - Версия с острым соусом - Домашний паштет - 💰 20 000–35 000 VND - 🥪 Средний чек: ~30 000 VND",15.8785,108.3295,,,,,,
hoi-morning-glory-restaurant,vn,hoi,🍜 Morning Glory Restaurant,hoi-morning-glory-restaurant,restaurant,business,restaurant,"[""vietnamese"",""central-cuisine"",""popular"",""nice-interior""]",Один из самых популярных ресторанов центральной вьетнамской кухни в старом городе Хойана. - Cao lầu - White rose dumplings - Сеты региональной кухни - 💰 150 000–300 000 VND - 🍽️ Средний чек: ~200 000 VND,15.8758,108.3264,,,,,,
hoi-ba-le-well,vn,hoi,🥙 Bà Lê Well,hoi-ba-le-well,restaurant,business,restaurant,"[""banh-xeo"",""nem-lui"",""set-menu"",""fun""]","Весёлый ресторан-колодец с сет-меню, где гости сами собирают блюда и делятся за общим столом. - Bánh xèo - Nem lụi - Ассорти для заворачивания - 💰 Сет: ~120 000–150 000 VND - 🍽️ Цена за сет",15.878,108.3271,,,,,,
hoi-reaching-out-tea-house,vn,hoi,🍵 Reaching Out Tea House,hoi-reaching-out-tea-house,cafe,business,cafe,"[""tea"",""social-enterprise"",""quiet"",""unique""]","Уникальный чайный дом в старом городе Хойана, где обслуживание ведут люди с нарушениями слуха, а общение происходит через записки и жесты. - Традиционные вьетнамские чаи - Травяные и цветочные сборы - Лёгкие сладости к чаю - 💰 60 000–120 000 VND - 🍵 Средний чек: ~80 000 VND",15.8774,108.3284,,,,,,
hoi-faifo-coffee,vn,hoi,📸 Faifo Coffee,hoi-faifo-coffee,cafe,business,cafe,"[""rooftop"",""photo"",""coffee"",""sunset""]",Кофейня с одной из самых известных крыш Хойана и панорамным видом на старый город и его черепичные крыши. - Кофе со льдом по-вьетнамски - Десерты и выпечка - Напитки на крыше - 💰 40 000–80 000 VND - ☕ Средний чек: ~60 000 VND,15.8771,108.328,,,,,,
hoi-mot-hoi-an,vn,hoi,🌿 Mót Hội An,hoi-mot-hoi-an,cafe,business,cafe,"[""signature-drink"",""street"",""photo"",""cheap""]","Небольшая уличная стойка с фирменным травяным напитком, ставшим гастрономическим символом Хойана. - Травяной напиток Mót (лимонник, лайм, мёд) - 💰 ~15 000 VND - 🥤 Формат take-away",15.8756,108.3281,,,,,,
hoi-yaly-couture,vn,hoi,👗 Yaly Couture,hoi-yaly-couture,shop,business,shop,"[""tailor"",""custom"",""premium"",""fast""]","Один из самых известных ателье Хойана, специализирующийся на индивидуальном пошиве одежды. - Индивидуальный пошив костюмов - Платья и рубашки по меркам - Консультации дизайнеров - 💰 От 80–150 USD за изделие - 👔 Цена зависит от ткани и сложности",15.8762,108.3289,,,,,,
hoi-soul-kitchen,vn,hoi,🏖️ Soul Kitchen,hoi-soul-kitchen,bar,business,bar,"[""beach-bar"",""live-music"",""expat"",""sunset""]","Пляжный бар-ресторан на Ан Банге с живой музыкой, интернациональной кухней и расслабленной атмосферой. - Бургеры и западные блюда - Коктейли и пиво - Барбекю по вечерам - 💰 120 000–300 000 VND - 🍹 Средний чек: ~200 000 VND",15.9235,108.3493,,,,,,
dad-my-khe-beach,vn,dad,🏖️ My Khe Beach,dad-my-khe-beach,beach,showplace,beach,"[""beach"",""sunrise"",""city"",""swim""]","Главный городской пляж Дананга с широкой береговой линией, мягким песком и удобной инфраструктурой.",16.0544,108.2498,,,,,,
dad-son-tra-peninsula,vn,dad,🌳 Son Tra Peninsula,dad-son-tra-peninsula,nature,showplace,nature,"[""nature"",""viewpoint"",""wildlife"",""motorbike""]","Горный полуостров с джунглями и смотровыми площадками, известный дикой природой и видами на Дананг.",16.1133,108.2736,,,,,,
dad-linh-ung-pagoda,vn,dad,🛕 Linh Ứng Pagoda,dad-linh-ung-pagoda,temple,showplace,temple,"[""temple"",""statue"",""viewpoint"",""must-see""]","Крупнейшая пагода Дананга с 67-метровой статуей Богини Милосердия, расположенная на полуострове Сон Тра.",16.1127,108.2707,,,,,,
dad-marble-mountains,vn,dad,🗻 Marble Mountains,dad-marble-mountains,nature,showplace,nature,"[""caves"",""temple"",""hiking"",""heritage""]","Группа из пяти мраморных холмов с пещерами, пагодами и смотровыми площадками между Данангом и Хойаном.",16.0036,108.2634,,,,,,
dad-dragon-bridge,vn,dad,🐉 Dragon Bridge,dad-dragon-bridge,landmark,showplace,landmark,"[""bridge"",""night"",""show"",""city""]",Современный мост в форме дракона — символ нового Дананга и центр вечерних шоу.,16.0611,108.2275,,,,,,
dad-non-nuoc-beach,vn,dad,🏖️ Non Nuoc Beach,dad-non-nuoc-beach,beach,showplace,beach,"[""beach"",""quiet"",""dunes"",""photo""]","Протяжённый и более спокойный пляж к югу от Дананга, популярный у серферов и гостей курортных отелей.",15.9958,108.2654,,,,,,
dad-golden-bridge,vn,dad,🌉 Golden Bridge,dad-golden-bridge,viewpoint,showplace,viewpoint,"[""iconic"",""photo"",""mountains"",""bridge""]","Знаменитый мост, поддерживаемый гигантскими каменными руками, расположенный в горах Ба На.",15.996,107.9965,,,,,,
dad-sun-world-ba-na-hills,vn,dad,🎢 Sun World Ba Na Hills,dad-sun-world-ba-na-hills,theme-park,showplace,theme-park,"[""cable-car"",""park"",""day-trip"",""family""]","Горный развлекательный комплекс с канатной дорогой, парком аттракционов и «французской деревней».",15.9967,107.9971,,,,,,
dad-han-river-bridge,vn,dad,🌉 Han River Bridge,dad-han-river-bridge,landmark,showplace,landmark,"[""bridge"",""night"",""engineering""]",Первый разводной мост Вьетнама и один из символов инженерного развития Дананга.,16.0645,108.2256,,,,,,
dad-cham-sculpture-museum,vn,dad,🗿 Cham Sculpture Museum,dad-cham-sculpture-museum,museum,showplace,museum,"[""museum"",""cham"",""history"",""culture""]",Крупнейшее в мире собрание чамской скульптуры и артефактов древнего королевства Чампа.,16.0608,108.2233,,,,,,
dad-madame-lan,vn,dad,🍲 Madame Lân,dad-madame-lan,restaurant,business,restaurant,"[""vietnamese"",""central-cuisine"",""family"",""popular""]",Популярный ресторан традиционной вьетнамской кухни в Дананге с большим меню и удобным форматом для семей и компаний. - 🍽️ Bánh xèo - 🍽️ Nem lụi - 🍽️ Cao lầu и региональные супы - 💰 120 000–250 000 VND - 🍽️ Средний чек: ~180 000 VND,16.0602,108.2237,,,,,,
dad-la-maison-1888,vn,dad,⭐ La Maison 1888,dad-la-maison-1888,restaurant,business,restaurant,"[""fine-dining"",""luxury"",""michelin-level"",""view""]","Ресторан высокой кухни в курорте InterContinental Danang, отмеченный звёздным уровнем сервиса и панорамными видами. - Дегустационные сеты - Французская высокая кухня - Винное сопровождение - 💰 3 000 000–6 000 000 VND - 🍽️ Формат: дегустационные меню",16.1296,108.2651,,,,,,
dad-be-man-seafood,vn,dad,🦞 Bé Mặn Seafood,dad-be-man-seafood,restaurant,business,restaurant,"[""seafood"",""choose-live"",""local"",""loud""]","Шумный и аутентичный рыбный ресторан, где гости выбирают свежие морепродукты прямо у аквариумов. - Краб и лобстер на гриле - Креветки с солью и перцем - Мидии с лимонником - 💰 200 000–400 000 VND (в зависимости от выбора) - 🍽️ Цена за вес",16.0493,108.2459,,,,,,
dad-43-factory-coffee-roaster,vn,dad,☕ 43 Factory Coffee Roaster,dad-43-factory-coffee-roaster,cafe,business,cafe,"[""specialty-coffee"",""design"",""work-friendly""]","Современная спешелти-кофейня и обжарочная, известная дизайнерским пространством и качеством кофе. - Фильтр-кофе и single origin - Cold brew - Авторские напитки - 💰 45 000–90 000 VND - ☕ Средний чек: ~70 000 VND",16.0665,108.2287,,,,,,
dad-cong-ca-phe,vn,dad,🧱 Cộng Cà Phê,dad-cong-ca-phe,cafe,business,cafe,"[""coffee"",""retro"",""coconut-coffee"",""chain""]","Известная вьетнамская сеть кофеен в ретро-стиле, популярная среди местных и туристов. - Coconut coffee - Cà phê sữa đá - Традиционные снеки - 💰 40 000–70 000 VND - ☕ Средний чек: ~55 000 VND",16.0609,108.2215,,,,,,
dad-sky36,vn,dad,🌃 Sky36,dad-sky36,bar,business,bar,"[""rooftop"",""nightlife"",""view"",""dj""]","Самый высокий rooftop-бар Дананга, расположенный на крыше отеля Novotel с панорамным видом на город и реку Хан. - Авторские коктейли - Классические highball - Лёгкие закуски к напиткам - 💰 Коктейли: 180 000–300 000 VND - 🍸 Средний чек: ~250 000–350 000 VND",16.0616,108.2263,,,,,,
dad-waterfront-danang,vn,dad,🌊 Waterfront Danang,dad-waterfront-danang,bar,business,bar,"[""riverside"",""live-music"",""expat"",""dinner""]","Ресторан и бар на набережной реки Хан, популярный у экспатов и гостей города. - Бургеры и стейки - Местное и импортное пиво - Коктейли - 💰 120 000–300 000 VND - 🍽️ Средний чек: ~200 000 VND",16.064,108.223,,,,,,
dad-han-market,vn,dad,🛍️ Han Market,dad-han-market,market,business,market,"[""shopping"",""souvenirs"",""food"",""bargain""]","Центральный крытый рынок Дананга с продуктами, сувенирами и локальной едой. - Лапша и супы на фуд-корте - Сухофрукты и кофе - Местные сладости - 🍽️ Еда: 20 000–50 000 VND - 🛒 Сувениры — торг уместен",16.0674,108.2216,,,,,,
dad-con-market,vn,dad,🍢 Con Market,dad-con-market,market,business,market,"[""local-food"",""street-food"",""authentic"",""cheap""]","Крупный рынок для местных жителей, известный аутентичным стрит-фудом и низкими ценами. - Mi Quang - Bánh xèo - Разнообразные закуски - 🍽️ 15 000–40 000 VND - 🥢 Средний чек: минимальный",16.0679,108.2098,,,,,,
dad-son-tra-night-market,vn,dad,🌙 Son Tra Night Market,dad-son-tra-night-market,night-market,business,night-market,"[""street-food"",""shopping"",""evening"",""vibe""]","Ночной рынок у моста Дракона с уличной едой, сувенирами и вечерней атмосферой. - Морепродукты на гриле - Снэки и десерты - Напитки с собой - 🍽️ 30 000–70 000 VND - 🛍️ Сувениры — по ситуации",16.0603,108.2309,,,,,,
dla-ho-xuan-huong,vn,dla,🌸 Hồ Xuân Hương,dla-ho-xuan-huong,lake,showplace,lake,"[""lake"",""promenade"",""city-center"",""photo""]","Живописное искусственное озеро в самом центре Далата — популярное место прогулок, утренних пробежек и вечернего отдыха.",11.9419,108.4467,,,,,,
dla-dalat-flower-garden,vn,dla,🌷 Dalat Flower Garden,dla-dalat-flower-garden,park,showplace,park,"[""flowers"",""park"",""family"",""photo""]",Знаменитый парк-дендрарий у северного берега озера Суан Хыонг с сотнями видов цветов и декоративных композиций.,11.9503,108.4499,,,,,,
dla-valley-of-love,vn,dla,💕 Valley of Love,dla-valley-of-love,park,showplace,park,"[""romantic"",""park"",""attractions"",""family""]",Романтический парк развлечений и природных ландшафтов к северу от центра Далата.,11.9779,108.4492,,,,,,
dla-datanla-waterfall,vn,dla,💦 Datanla Waterfall,dla-datanla-waterfall,waterfall,showplace,waterfall,"[""waterfall"",""adventure"",""zipline"",""nature""]","Самый доступный водопад Далата, превращённый в приключенческий парк с аттракционами.",11.9037,108.4501,,,,,,
dla-cam-ly-waterfall,vn,dla,🌿 Cam Ly Waterfall,dla-cam-ly-waterfall,waterfall,showplace,waterfall,"[""waterfall"",""city"",""nature""]",Небольшой водопад в черте города — один из старейших туристических символов Далата.,11.9419,108.421,,,,,,
dla-tuyen-lam-lake,vn,dla,🌲 Tuyền Lâm Lake,dla-tuyen-lam-lake,lake,showplace,lake,"[""lake"",""pine"",""sunset"",""nature""]","Крупнейшее и одно из самых живописных озёр в окрестностях Далата, окружённое сосновыми лесами и холмами.",11.8986,108.4523,,,,,,
dla-truc-lam-zen-monastery,vn,dla,🧘 Trúc Lâm Zen Monastery,dla-truc-lam-zen-monastery,temple,showplace,temple,"[""temple"",""viewpoint"",""nature"",""calm""]","Крупнейший дзен-буддийский монастырь Вьетнама, расположенный над озером Туен Лам.",11.8897,108.4426,,,,,,
dla-crazy-house,vn,dla,🌀 Crazy House,dla-crazy-house,architecture,showplace,architecture,"[""architecture"",""surreal"",""photo"",""unique""]","Экстравагантный архитектурный комплекс в стиле сюрреализма, один из самых необычных домов в мире.",11.9405,108.4427,,,,,,
dla-linh-phuoc-pagoda,vn,dla,🐉 Linh Phước Pagoda,dla-linh-phuoc-pagoda,temple,showplace,temple,"[""temple"",""mosaic"",""dragon"",""must-see""]","Буддийская пагода, украшенная мозаиками из керамики и стекла, одна из самых впечатляющих во Вьетнаме.",11.9683,108.4586,,,,,,
dla-domaine-de-marie,vn,dla,⛪ Domaine de Marie,dla-domaine-de-marie,church,showplace,church,"[""church"",""colonial"",""gardens"",""photo""]","Католическая церковь во французском стиле, окружённая садами и известная розовым фасадом.",11.9527,108.438,,,,,,
dla-dalat-railway-station,vn,dla,🚂 Dalat Railway Station,dla-dalat-railway-station,museum,showplace,museum,"[""colonial"",""railway"",""vintage"",""photo""]",Старинный вокзал в стиле арт-деко — один из самых красивых и хорошо сохранившихся во Вьетнаме.,11.9412,108.4601,,,,,,
dla-dalat-cathedral,vn,dla,⛪ Dalat Cathedral,dla-dalat-cathedral,church,showplace,church,"[""cathedral"",""colonial"",""landmark"",""photo""]","Главный католический собор Далата, известный витражами и фигурой петуха на шпиле.",11.9496,108.4429,,,,,,
dla-bao-dai-palace-iii,vn,dla,👑 Bao Dai Palace III,dla-bao-dai-palace-iii,heritage,showplace,heritage,"[""palace"",""history"",""interiors"",""colonial""]",Летняя резиденция последнего императора Вьетнама Бао Дая с интерьерами середины XX века.,11.9289,108.4551,,,,,,
dla-lam-dong-museum,vn,dla,🏺 Lam Dong Museum,dla-lam-dong-museum,museum,showplace,museum,"[""museum"",""history"",""culture"",""quiet""]",Региональный музей истории и культуры провинции Ламдонг с экспозициями о народах Центрального нагорья.,11.9535,108.4356,,,,,,
dla-dalat-pine-viewpoints,vn,dla,🌲 Dalat Pine Viewpoints,dla-dalat-pine-viewpoints,viewpoint,showplace,viewpoint,"[""viewpoint"",""pine"",""sunrise"",""panorama""]",Несколько природных смотровых площадок в сосновых лесах вокруг Далата с видами на холмы и долины.,11.958,108.47,,,,,,
dla-dalat-market,vn,dla,🛍️ Dalat Market,dla-dalat-market,market,business,market,"[""market"",""local-food"",""shopping"",""souvenirs""]","Центральный рынок Далата — главный торговый и гастрономический узел города с продуктами, уличной едой и сувенирами. - Bánh tráng nướng (далатская «пицца») - Авокадо с мороженым - Клубника и сухофрукты - 🍽️ Стрит-фуд: 15 000–40 000 VND - 🛒 Продукты и сувениры — торг уместен",11.9416,108.4383,,,,,,
dla-dalat-night-market,vn,dla,🌙 Dalat Night Market,dla-dalat-night-market,night-market,business,night-market,"[""street-food"",""shopping"",""evening"",""vibe""]","Вечерний рынок вокруг центральной площади, превращающийся в гастрономический и прогулочный центр города. - Горячие соевые напитки - Гриль-закуски - Bánh tráng nướng - 🍽️ 20 000–50 000 VND - 🛍️ Сувениры — по ситуации",11.9424,108.4388,,,,,,
dla-l-angfarm,vn,dla,🍬 L’angfarm,dla-l-angfarm,shop,business,shop,"[""sweets"",""tea"",""gifts"",""tasting""]",Известный бренд локальных сладостей и чаёв с дегустациями и фирменными магазинами в центре Далата. - Артишоковый чай - Фруктовые снеки - Шоколад и конфеты - 💰 40 000–150 000 VND (в зависимости от продукта),11.9429,108.4372,,,,,,
dla-lien-hoa-bakery-restaurant,vn,dla,🥐 Lien Hoa Bakery & Restaurant,dla-lien-hoa-bakery-restaurant,bakery,business,bakery,"[""bakery"",""breakfast"",""budget"",""local""]","Популярная пекарня и недорогой ресторан с европейскими и вьетнамскими блюдами, известный выпечкой. - Французские булочки и пирожные - Завтраки и супы - Кофе и десерты - 💰 20 000–70 000 VND - 🍽️ Средний чек: ~50 000 VND",11.9448,108.4381,,,,,,
dla-nem-nuong-ba-hung,vn,dla,🍢 Nem nướng Bà Hùng,dla-nem-nuong-ba-hung,restaurant,business,restaurant,"[""local-specialty"",""nem-nuong"",""must-try"",""budget""]","Легендарное заведение, специализирующееся на nem nướng — жареных рулетах из свинины, подаваемых с травами и соусами. - Nem nướng (фирменное блюдо) - Ассорти для заворачивания - Соусы домашнего приготовления - 💰 40 000–70 000 VND - 🍽️ Средний чек: ~60 000 VND",11.9402,108.4386,,,,,,
